0.50828683;0.49171317; - AD
0.5162321;0.48376793; - AD
0.5148218;0.48517817; - AD
0.5134044;0.48659557; - AD
0.51674443;0.4832556; - AD
0.5151406;0.48485938; - AD
0.5213688;0.47863117; - AD
0.5215552;0.4784448; - AD
0.53560734;0.46439272; - AD
0.52124506;0.478755;; - AD
0.54423696;0.45576307; - AD
0.5461195;0.4538805; - AD
0.5451601;0.45483983; - AD
0.51363575;0.4863642; - AD
0.5049174;0.4950826; - AD
0.49489328;0.5051067; - ERROU
0.51204777;0.48795223;
0.5110257;0.4889743;
0.5183637;0.48163635;
0.50666976;0.49333027;
0.53358656;0.4664134;
0.531104;0.46889594;
0.5334511;0.46654895;
0.5356816;0.46431842;
0.5288948;0.47110516;
0.52994365;0.47005635;
0.54596704;0.454033;;
0.5448332;0.45516682;
0.541801;0.45819902;
0.5300396;0.46996036;
0.53093314;0.4690669;
0.5284783;0.47152168;
0.539901;0.46009898;
0.5553973;0.4446028;
0.5684787;0.43152127;
0.57617086;0.42382914;
0.5978377;0.4021623;
0.5986018;0.4013982;
0.5907841;0.40921593;
0.5945794;0.40542063;
0.54239964;0.45760036;
0.5551663;0.44483373;
0.5430874;0.45691258;
0.5395395;0.4604605;
0.53338045;0.46661952;
0.5269239;0.47307613;
0.54283303;0.45716697;
0.55518746;0.44481254;
0.54094124;0.4590588;
0.5619743;0.43802568;
0.5673475;0.43265244;
0.56342405;0.43657595;
0.5572555;0.44274452;
0.5685738;0.43142626;
0.55968094;0.44031906;
0.55404127;0.4459587;
0.5274397;0.47256032;
0.54435194;0.4556481;
0.55469215;0.4453079;
0.55694693;0.4430531;
0.5329502;0.46704975;
0.5499142;0.45008582;
0.540714;0.459286;;
0.55074686;0.4492531;
0.56207955;0.43792045;
0.5536075;0.4463925;
0.54212517;0.45787483;
0.527933;0.472067;;
0.5214105;0.4785895;
0.54169637;0.45830363;
0.55992836;0.4400716;
0.57730377;0.42269626;
0.5339051;0.46609494;
0.5292285;0.4707715;
0.52544415;0.47455585;
0.53378356;0.46621642;
0.52113247;0.47886756;
0.530451;0.469549;;
0.5264181;0.47358188;
0.53266054;0.46733946;
0.5650499;0.4349501;
0.5735637;0.42643625;
0.5869179;0.4130821;
0.57097024;0.42902976;
0.5780025;0.42199755;
0.58948255;0.41051748;
0.57719386;0.42280608;
0.591063;0.40893698;
0.5967708;0.40322924;
0.58008;0.4199201;
0.59232974;0.40767032;
0.6016892;0.3983108;
0.5896474;0.41035265;
0.5623222;0.43767783;
0.55702627;0.44297376;
0.5834073;0.41659275;
0.5933269;0.4066731;
0.60182434;0.39817566;
0.59339523;0.4066047;
0.5743269;0.42567313;
------------------------------------------------------------------

0.5251128;0.47488722;
0.5410222;0.45897785;
0.5543883;0.44561166;
0.5494839;0.45051607;
0.5463546;0.45364547;
0.54047775;0.45952222;
0.5257642;0.47423577;
0.5030864;0.4969136;
0.51552826;0.48447177;
0.52653897;0.47346103;
0.5206123;0.47938773;
0.5142249;0.48577514;
0.5184938;0.48150626;
0.53432584;0.4656742;
0.5342298;0.46577018;
0.52804554;0.4719545;
0.5216448;0.4783552;
0.5292102;0.47078985;
0.5305724;0.46942756;
0.54014647;0.4598535;

0.52487296;0.475127;;
0.52238;0.47761998;
0.52134025;0.47865975;
0.50587386;0.49412614;
0.511225;0.48877504;
0.5207211;0.47927898;
0.52106696;0.47893304;
0.53092426;0.46907574;
0.5007373;0.4992627;
0.50818247;0.4918175;
0.5244667;0.47553328;
0.5170058;0.4829942;
0.5072428;0.49275723;
0.5230494;0.47695062;
0.5412908;0.45870915;
0.55064243;0.4493576;
0.5601614;0.43983853;
0.53452116;0.46547887;
0.51696557;0.48303446;
0.51037997;0.48962;;
0.5596761;0.44032392;
0.5706522;0.42934778;
0.5645738;0.4354262;
0.56815135;0.43184865;
0.56527686;0.4347231;
0.58127826;0.4187217;
0.5891527;0.41084728;
0.5797634;0.4202366;
0.5889981;0.41100198;
0.5908426;0.40915745;
0.5869133;0.41308674;
0.5846293;0.4153707;
0.5786597;0.42134023;
0.58145314;0.41854683;
0.5743934;0.42560655;
0.59653217;0.4034678;
0.59651846;0.40348154;
0.58873814;0.4112619;
0.5809436;0.41905645;
0.6080296;0.3919704;
0.50451434;0.49548566;
0.5221999;0.47780004;
0.531881;0.46811903;
0.51256907;0.48743096;
0.5391573;0.46084273;
0.5326122;0.46738777;
0.5402755;0.45972452;
0.55150557;0.44849446;
0.5400737;0.45992637;
0.55344313;0.44655687;
0.53636515;0.46363485;
0.5122306;0.48776937;
0.5288624;0.47113764;
0.53754866;0.46245137;
0.5340941;0.46590593;
0.5226491;0.47735086;
0.5311779;0.46882212;
0.5163087;0.48369128;
0.48998907;0.5100109;
0.50756437;0.4924356;
0.56023395;0.43976602;
0.5742685;0.42573148;
0.576748;0.423252;;
0.5679357;0.43206432;
0.5811636;0.4188364;
0.5542282;0.44577184;
0.53712815;0.46287185;
0.52818567;0.47181436;
0.5207392;0.47926077;
0.51636446;0.48363554;
0.53851855;0.46148148;
0.55714864;0.44285136;
0.57829964;0.42170033;
0.57674354;0.42325646;
0.5768178;0.42318216;
0.5890863;0.41091368;
0.5858382;0.41416183;
0.58386487;0.41613516;
0.5770624;0.42293754;
0.5562036;0.44379643;
